awardYear,category,name,gender,birth_date,affiliation_1,birth_cityNow,birth_countryNow,motivation,award_link,laureate_link,age,affiliation_country,affiliation_zone,birth_zone,affiliation_lat,affiliation_lon,affiliation_zone_lat,affiliation_zone_lon,birth_lat,birth_lon,birth_zone_lat,birth_zone_lon
1979,Peace,Mother Teresa ,female,1910-08-26,,Skopje,North Macedonia,for her work for bringing help to suffering humanity,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1979,http://masterdataapi.nobelprize.org/2/laureate/540,69,,,North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Medicine,Allan M. Cormack,male,1924-02-23,"Tufts University, Medford, MA, USA",Johannesburg,South Africa,for the development of computer assisted tomography,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1979,http://masterdataapi.nobelprize.org/2/laureate/417,55,USA,North America,South Africa,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1980,Economic Sciences,Lawrence R. Klein,male,1920-09-14,"University of Pennsylvania, Philadelphia, PA, USA","Omaha, NE",USA,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1980,http://masterdataapi.nobelprize.org/2/laureate/694,60,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1980,Physics,Val Fitch,male,1923-03-10,"Princeton University, Princeton, NJ, USA","Merriman, NE",USA,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1980,http://masterdataapi.nobelprize.org/2/laureate/117,57,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1980,Physics,James Cronin,male,1931-09-29,"University of Chicago, Chicago, IL, USA","Chicago, IL",USA,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1980,http://masterdataapi.nobelprize.org/2/laureate/116,49,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1980,Chemistry,Paul Berg,male,1926-06-30,"Stanford University, Stanford, CA, USA","New York, NY",USA,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1980,http://masterdataapi.nobelprize.org/2/laureate/254,54,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1980,Chemistry,Frederick Sanger,male,1918-08-13,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",Rendcombe,United Kingdom,for their contributions concerning the determination of base sequences in nucleic acids,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1980,http://masterdataapi.nobelprize.org/2/laureate/222,62,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1980,Chemistry,Walter Gilbert,male,1932-03-21,"Harvard University, Biological Laboratories, Cambridge, MA, USA","Boston, MA",USA,for their contributions concerning the determination of base sequences in nucleic acids,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1980,http://masterdataapi.nobelprize.org/2/laureate/255,48,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1980,Peace,Adolfo Pérez Esquivel,male,1931-11-26,,Buenos Aires,Argentina,"for being a source of inspiration to repressed people, especially in Latin America",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1980,http://masterdataapi.nobelprize.org/2/laureate/541,49,,,Argentina,0.0,0.0,0.0,0.0,-37.57,-66.3,-37.57,-66.3
1980,Medicine,Jean Dausset,male,1916-10-19,"Université de Paris, Laboratoire Immuno-Hématologie, Paris, France",Toulouse,France,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1980,http://masterdataapi.nobelprize.org/2/laureate/420,64,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1980,Literature,Czeslaw Milosz,male,1911-06-30,,Śeteniai,Lithuania,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1980,http://masterdataapi.nobelprize.org/2/laureate/657,69,,,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Medicine,George D. Snell,male,1903-12-19,"Jackson Laboratory, Bar Harbor, ME, USA","Bradford, MA",USA,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1980,http://masterdataapi.nobelprize.org/2/laureate/421,77,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1980,Medicine,Baruj Benacerraf,male,1920-10-29,"Harvard Medical School, Boston, MA, USA",Caracas,Venezuela,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1980,http://masterdataapi.nobelprize.org/2/laureate/419,60,USA,North America,Venezuela,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1981,Chemistry,Roald Hoffmann,male,1937-07-18,"Cornell University, Ithaca, NY, USA",Zloczov,Ukraine,"for their theories, developed independently, concerning the course of chemical reactions",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1981,http://masterdataapi.nobelprize.org/2/laureate/258,44,USA,North America,Ukraine,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1981,Economic Sciences,James Tobin,male,1918-03-05,"Yale University, New Haven, CT, USA","Champaign, IL",USA,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1981,http://masterdataapi.nobelprize.org/2/laureate/695,63,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1981,Chemistry,Kenichi Fukui,male,1918-10-04,"Kyoto University, Kyoto, Japan",Nara,Japan,"for their theories, developed independently, concerning the course of chemical reactions",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1981,http://masterdataapi.nobelprize.org/2/laureate/257,63,Japan,Japan,Japan,36.98,139.59,36.98,139.59,36.98,139.59,36.98,139.59
1981,Physics,Nicolaas Bloembergen,male,1920-03-11,"Harvard University, Cambridge, MA, USA",Dordrecht,the Netherlands,for their contribution to the development of laser spectroscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1981,http://masterdataapi.nobelprize.org/2/laureate/118,61,USA,North America,Europe,38.51,-100.3,38.51,-100.3,52.52,5.74,48.55,5.72
1981,Physics,Arthur L. Schawlow,male,1921-05-05,"Stanford University, Stanford, CA, USA","Mount Verno, NY",USA,for their contribution to the development of laser spectroscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1981,http://masterdataapi.nobelprize.org/2/laureate/119,60,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1981,Medicine,David H. Hubel,male,1926-02-27,"Harvard Medical School, Boston, MA, USA","Windsor, ON",Canada,for their discoveries concerning information processing in the visual system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1981,http://masterdataapi.nobelprize.org/2/laureate/423,55,USA,North America,North America,38.51,-100.3,38.51,-100.3,54.98,-100.53,38.51,-100.3
1981,Medicine,Roger W. Sperry,male,1913-08-20,"California Institute of Technology (Caltech), Pasadena, CA, USA","Hartford, CT",USA,for his discoveries concerning the functional specialization of the cerebral hemispheres,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1981,http://masterdataapi.nobelprize.org/2/laureate/422,68,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1981,Literature,Elias Canetti,male,1905-07-25,,Ruse,Bulgaria,"for writings marked by a broad outlook, a wealth of ideas and artistic power",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1981,http://masterdataapi.nobelprize.org/2/laureate/658,76,,,Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Medicine,Torsten N. Wiesel,male,1924-06-03,"Harvard Medical School, Boston, MA, USA",Uppsala,Sweden,for their discoveries concerning information processing in the visual system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1981,http://masterdataapi.nobelprize.org/2/laureate/424,57,USA,North America,Europe,38.51,-100.3,38.51,-100.3,60.8,15.21,48.55,5.72
1981,Physics,Kai M. Siegbahn,male,1918-04-20,"Uppsala University, Uppsala, Sweden",Lund,Sweden,for his contribution to the development of high-resolution electron spectroscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1981,http://masterdataapi.nobelprize.org/2/laureate/120,63,Sweden,Europe,Europe,60.8,15.21,48.55,5.72,60.8,15.21,48.55,5.72
1982,Physics,Kenneth G. Wilson,male,1936-06-08,"Cornell University, Ithaca, NY, USA","Waltham, MA",USA,for his theory for critical phenomena in connection with phase transitions,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1982,http://masterdataapi.nobelprize.org/2/laureate/121,46,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1982,Medicine,Bengt I. Samuelsson,male,1934-05-21,"Karolinska Institutet, Stockholm, Sweden",Halmstad,Sweden,for their discoveries concerning prostaglandins and related biologically active substances,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1982,http://masterdataapi.nobelprize.org/2/laureate/426,48,Sweden,Europe,Europe,60.8,15.21,48.55,5.72,60.8,15.21,48.55,5.72
1982,Peace,Alfonso García Robles,male,1911-03-20,,Zamora,Mexico,for their work for disarmament and nuclear and weapon-free zones,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1982,http://masterdataapi.nobelprize.org/2/laureate/544,71,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Medicine,John R. Vane,male,1927-03-29,"The Wellcome Research Laboratories, Beckenham, United Kingdom",Tardebigg,United Kingdom,for their discoveries concerning prostaglandins and related biologically active substances,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1982,http://masterdataapi.nobelprize.org/2/laureate/427,55,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1982,Literature,Gabriel García Márquez,male,1927-03-06,,Aracataca,Colombia,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1982,http://masterdataapi.nobelprize.org/2/laureate/659,55,,,Colombia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Economic Sciences,George J. Stigler,male,1911-01-17,"University of Chicago, Chicago, IL, USA","Renton, WA",USA,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1982,http://masterdataapi.nobelprize.org/2/laureate/696,71,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1982,Peace,Alva Myrdal,female,1902-01-31,,Uppsala,Sweden,for their work for disarmament and nuclear and weapon-free zones,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1982,http://masterdataapi.nobelprize.org/2/laureate/543,80,,,Europe,0.0,0.0,0.0,0.0,60.8,15.21,48.55,5.72
1982,Chemistry,Aaron Klug,male,1926-08-11,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",Zelvas,Lithuania,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1982,http://masterdataapi.nobelprize.org/2/laureate/259,56,United Kingdom,Europe,Lithuania,52.94,-1.23,48.55,5.72,0.0,0.0,0.0,0.0
1982,Medicine,Sune K. Bergström,male,1916-01-10,"Karolinska Institutet, Stockholm, Sweden",Stockholm,Sweden,for their discoveries concerning prostaglandins and related biologically active substances,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1982,http://masterdataapi.nobelprize.org/2/laureate/425,66,Sweden,Europe,Europe,60.8,15.21,48.55,5.72,60.8,15.21,48.55,5.72
1983,Chemistry,Henry Taube,male,1915-11-30,"Stanford University, Stanford, CA, USA",Neudorf,Canada,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1983,http://masterdataapi.nobelprize.org/2/laureate/260,68,USA,North America,North America,38.51,-100.3,38.51,-100.3,54.98,-100.53,38.51,-100.3
1983,Physics,William A. Fowler,male,1911-08-09,"California Institute of Technology (Caltech), Pasadena, CA, USA","Pittsburgh, PA",USA,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1983,http://masterdataapi.nobelprize.org/2/laureate/123,72,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1983,Economic Sciences,Gerard Debreu,male,1921-07-04,"University of California, Berkeley, CA, USA",Calais,France,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1983,http://masterdataapi.nobelprize.org/2/laureate/697,62,USA,North America,Europe,38.51,-100.3,38.51,-100.3,46.97,2.7,48.55,5.72
1983,Literature,William Golding,male,1911-09-19,,St. Columb Minor,United Kingdom,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1983,http://masterdataapi.nobelprize.org/2/laureate/660,72,,,Europe,0.0,0.0,0.0,0.0,52.94,-1.23,48.55,5.72
1983,Physics,Subramanyan Chandrasekhar,male,1910-10-19,"University of Chicago, Chicago, IL, USA",Lahore,Pakistan,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1983,http://masterdataapi.nobelprize.org/2/laureate/122,73,USA,North America,Pakistan,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1983,Peace,Lech Walesa,male,1943-09-29,,Popowo,Poland,for non-violent struggle for free trade unions and human rights in Poland,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1983,http://masterdataapi.nobelprize.org/2/laureate/545,40,,,Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Medicine,Barbara McClintock,female,1902-06-16,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, USA","Hartford, CT",USA,for her discovery of mobile genetic elements,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1983,http://masterdataapi.nobelprize.org/2/laureate/428,81,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1984,Medicine,Georges J.F. Köhler,male,1946-04-17,"Basel Institute for Immunology, Basel, Switzerland",Munich,Germany,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1984,http://masterdataapi.nobelprize.org/2/laureate/430,38,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,51.42,10.6,48.55,5.72
1984,Economic Sciences,Richard Stone,male,1913-08-30,"University of Cambridge, Cambridge, United Kingdom",London,United Kingdom,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1984,http://masterdataapi.nobelprize.org/2/laureate/698,71,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1984,Physics,Carlo Rubbia,male,1934-03-31,"CERN, Geneva, Switzerland",Gorizia,Italy,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1984,http://masterdataapi.nobelprize.org/2/laureate/124,50,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,42.41,12.74,48.55,5.72
1984,Peace,Desmond Tutu,male,1931-10-07,,Klerksdorp,South Africa,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in  South Africa,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1984,http://masterdataapi.nobelprize.org/2/laureate/546,53,,,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Medicine,César Milstein,male,1927-10-08,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",Bahia Blanca,Argentina,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1984,http://masterdataapi.nobelprize.org/2/laureate/431,57,United Kingdom,Europe,Argentina,52.94,-1.23,48.55,5.72,-37.57,-66.3,-37.57,-66.3
1984,Physics,Simon van der Meer,male,1925-11-24,"CERN, Geneva, Switzerland",the Hague,the Netherlands,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1984,http://masterdataapi.nobelprize.org/2/laureate/125,59,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,52.52,5.74,48.55,5.72
1984,Literature,Jaroslav Seifert,male,1901-09-23,,Prague,Czech Republic,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1984,http://masterdataapi.nobelprize.org/2/laureate/661,83,,,Europe,0.0,0.0,0.0,0.0,49.9,15.61,48.55,5.72
1984,Chemistry,Bruce Merrifield,male,1921-07-15,"Rockefeller University, New York, NY, USA","Fort Worth, TX",USA,for his development of methodology for chemical synthesis on a solid matrix,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1984,http://masterdataapi.nobelprize.org/2/laureate/261,63,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1984,Medicine,Niels K. Jerne,male,1911-12-23,"Basel Institute for Immunology, Basel, Switzerland",London,United Kingdom,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1984,http://masterdataapi.nobelprize.org/2/laureate/429,73,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,52.94,-1.23,48.55,5.72
1985,Chemistry,Jerome Karle,male,1918-06-18,"US Naval Research Laboratory, Washington, DC, USA","New York, NY",USA,for their outstanding achievements in the development of direct methods for the determination of crystal structures,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1985,http://masterdataapi.nobelprize.org/2/laureate/263,67,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1985,Literature,Claude Simon,male,1913-10-10,,Antananarivo,Madagascar,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1985,http://masterdataapi.nobelprize.org/2/laureate/662,72,,,Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Physics,Klaus von Klitzing,male,1943-06-28,"Max-Planck-Institut für Festkörperforschung, Stuttgart, Germany",Schroda,Poland,for the discovery of the quantized Hall effect,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1985,http://masterdataapi.nobelprize.org/2/laureate/126,42,Germany,Europe,Poland,51.42,10.6,48.55,5.72,0.0,0.0,0.0,0.0
1985,Medicine,Michael S. Brown,male,1941-04-13,"University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA","New York, NY",USA,for their discoveries concerning the regulation of cholesterol metabolism,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1985,http://masterdataapi.nobelprize.org/2/laureate/432,44,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1985,Chemistry,Herbert A. Hauptman,male,1917-02-14,"The Medical Foundation of Buffalo, Buffalo, NY, USA","New York, NY",USA,for their outstanding achievements in the development of direct methods for the determination of crystal structures,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1985,http://masterdataapi.nobelprize.org/2/laureate/262,68,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1985,Economic Sciences,Franco Modigliani,male,1918-06-18,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",Rome,Italy,for his pioneering analyses of saving and of financial markets,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1985,http://masterdataapi.nobelprize.org/2/laureate/699,67,USA,North America,Europe,38.51,-100.3,38.51,-100.3,42.41,12.74,48.55,5.72
1985,Medicine,Joseph L. Goldstein,male,1940-04-18,"University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA","Sumter, SC",USA,for their discoveries concerning the regulation of cholesterol metabolism,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1985,http://masterdataapi.nobelprize.org/2/laureate/433,45,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1986,Physics,Heinrich Rohrer,male,1933-06-06,"IBM Zurich Research Laboratory, Rüschlikon, Switzerland",Buchs,Switzerland,for their design of the scanning tunneling microscope,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1986,http://masterdataapi.nobelprize.org/2/laureate/129,53,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,47.0,8.43,48.55,5.72
1986,Physics,Gerd Binnig,male,1947-07-20,"IBM Zurich Research Laboratory, Rüschlikon, Switzerland",Frankfurt-on-the-Main,Germany,for their design of the scanning tunneling microscope,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1986,http://masterdataapi.nobelprize.org/2/laureate/128,39,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,51.42,10.6,48.55,5.72
1986,Peace,Elie Wiesel,male,1928-09-30,,Sighet,Romania,"for being a messenger to mankind: his message is one of peace, atonement and dignity",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1986,http://masterdataapi.nobelprize.org/2/laureate/548,58,,,Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Chemistry,Yuan T. Lee,male,1936-11-19,"University of California, Berkeley, CA, USA",Hsinchu,Taiwan,for their contributions concerning the dynamics of chemical elementary processes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1986,http://masterdataapi.nobelprize.org/2/laureate/265,50,USA,North America,Taiwan,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1986,Physics,Ernst Ruska,male,1906-12-25,"Fritz-Haber-Institut der Max-Planck-Gesellschaft, Berlin, Germany",Heidelberg,Germany,"for his fundamental work in electron optics, and for the design of the first electron microscope",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1986,http://masterdataapi.nobelprize.org/2/laureate/127,80,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1986,Medicine,Stanley Cohen,male,1922-11-17,"Vanderbilt University School of Medicine, Nashville, TN, USA","Brooklyn, NY",USA,for their discoveries of growth factors,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1986,http://masterdataapi.nobelprize.org/2/laureate/434,64,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1986,Chemistry,Dudley R. Herschbach,male,1932-06-18,"Harvard University, Cambridge, MA, USA","San José, CA",USA,for their contributions concerning the dynamics of chemical elementary processes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1986,http://masterdataapi.nobelprize.org/2/laureate/264,54,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1986,Literature,Wole Soyinka,male,1934-07-13,,Abeokuta,Nigeria,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1986,http://masterdataapi.nobelprize.org/2/laureate/663,52,,,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Chemistry,John C. Polanyi,male,1929-01-23,"University of Toronto, Toronto, Canada",Berlin,Germany,for their contributions concerning the dynamics of chemical elementary processes,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1986,http://masterdataapi.nobelprize.org/2/laureate/266,57,Canada,North America,Europe,54.98,-100.53,38.51,-100.3,51.42,10.6,48.55,5.72
1986,Economic Sciences,James M. Buchanan Jr.,male,1919-10-03,"Center for Study of Public Choice, Fairfax, VA, USA","Murfreesboro, TN",USA,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1986,http://masterdataapi.nobelprize.org/2/laureate/700,67,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1986,Medicine,Rita Levi-Montalcini,female,1909-04-22,"Institute of Cell Biology of the C.N.R., Rome, Italy",Turin,Italy,for their discoveries of growth factors,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1986,http://masterdataapi.nobelprize.org/2/laureate/435,77,Italy,Europe,Europe,42.41,12.74,48.55,5.72,42.41,12.74,48.55,5.72
1987,Chemistry,Charles J. Pedersen,male,1904-10-03,"Du Pont, Wilmington, DE, USA",Pusan,South Korea,for their development and use of molecules with structure-specific interactions of high selectivity,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1987,http://masterdataapi.nobelprize.org/2/laureate/269,83,USA,North America,South Korea,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1987,Physics,K. Alex Müller,male,1927-04-20,"IBM Zurich Research Laboratory, Rüschlikon, Switzerland",Basel,Switzerland,for their important break-through in the discovery of superconductivity in ceramic materials,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1987,http://masterdataapi.nobelprize.org/2/laureate/131,60,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,47.0,8.43,48.55,5.72
1987,Peace,Oscar Arias Sánchez,male,1940-09-13,,Heredia,Costa Rica,for his work for lasting peace in Central America,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1987,http://masterdataapi.nobelprize.org/2/laureate/549,47,,,Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Chemistry,Jean-Marie Lehn,male,1939-09-30,"Université Louis Pasteur, Strasbourg, France",Rosheim,France,for their development and use of molecules with structure-specific interactions of high selectivity,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1987,http://masterdataapi.nobelprize.org/2/laureate/268,48,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1987,Literature,Joseph Brodsky,male,1940-05-24,,St. Petersburg,Russia,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1987,http://masterdataapi.nobelprize.org/2/laureate/664,47,,,Russia,0.0,0.0,0.0,0.0,61.1,81.38,61.1,81.38
1987,Medicine,Susumu Tonegawa,male,1939-09-05,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",Nagoya,Japan,for his discovery of the genetic principle for generation of antibody diversity,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1987,http://masterdataapi.nobelprize.org/2/laureate/436,48,USA,North America,Japan,38.51,-100.3,38.51,-100.3,36.98,139.59,36.98,139.59
1987,Physics,J. Georg Bednorz,male,1950-05-16,"IBM Zurich Research Laboratory, Rüschlikon, Switzerland",Neuenkirchen,Germany,for their important break-through in the discovery of superconductivity in ceramic materials,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1987,http://masterdataapi.nobelprize.org/2/laureate/130,37,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,51.42,10.6,48.55,5.72
1987,Economic Sciences,Robert M. Solow,male,1924-08-23,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA","Brooklyn, NY",USA,for his contributions to the theory of economic growth,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1987,http://masterdataapi.nobelprize.org/2/laureate/701,63,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
